Soil_Type,Soil_Moisture_%,Shear_Strength_kPa,Bearing_Capacity_kPa,Excavation_Depth_m,Retaining_Wall_Type,Support_System,Deformation_mm,Rainfall_mm_day,Temperature_C,Groundwater_Level_m,Seismic_Activity,Ground_Settlement_mm,Wall_Displacement_mm,Pore_Water_Pressure_kPa,Strain_Gauge,Risk_Level
Silt,19.83981134,81.92837091,578.3999077,16.15616456,Diaphragm Wall,Bracing,20.01783134,106.2679906,38.33846303,2.645971119,1,50.50578003,11.88493802,127.498245,97.55431937,2
Silt,21.97755798,256.5169076,350.2005729,14.60960078,Secant Pile,Bracing,47.3576468,79.94391019,7.32132751,5.195018548,0,52.52504648,4.059389353,393.0038553,18.2531551,1
Clay,24.72928097,245.5070219,316.364568,19.11658864,Diaphragm Wall,Bracing,20.3231359,190.7407253,-2.906160064,4.505365391,0,97.4031225,31.3569197,495.5494027,36.1094443,2
Rock,17.46105497,227.1861744,328.8498026,29.98805799,Sheet Pile,Anchors,38.59180176,128.422047,15.76536804,0.116448995,1,91.14540035,16.81843559,400.0062112,75.28694445,2
Silt,7.173007202,59.04009513,204.441362,23.77512014,Secant Pile,Bracing,24.19386323,59.63007126,22.90683416,5.568121431,0,16.17127783,33.60421953,183.1716355,65.77784072,2
Silt,18.42766355,125.782089,284.3535854,13.74237398,Diaphragm Wall,Anchors,44.87661633,25.29284908,-8.296616812,6.615243241,1,36.88825216,1.605987803,160.1640326,58.11223999,2
Clay,19.67102795,115.7781425,284.906628,25.34393241,Secant Pile,Bracing,45.38806218,168.5109003,5.119261204,5.919144044,0,42.39561795,6.669961759,147.9496442,52.98991758,2
Silt,23.63598685,140.0341019,126.1775101,7.609125809,Secant Pile,Bracing,4.370840394,72.43632056,-8.196006915,7.362798988,1,36.05329179,34.31861164,111.5127835,84.34404437,2
Clay,15.79148866,71.91068669,483.7838143,3.82251953,Diaphragm Wall,Bracing,46.82466657,132.0939443,13.11844641,5.713395285,1,79.84959636,10.61853277,298.0987474,23.49485628,2
Sand,8.18950757,284.2394558,308.252216,8.520106057,Secant Pile,Bracing,41.27674208,94.16328387,39.2305016,0.667502549,1,52.40376699,42.87938379,322.4301674,44.2470927,2
Silt,12.09439764,188.4505602,511.0899434,12.19111202,Diaphragm Wall,Bracing,39.56553572,39.78595596,44.04588263,1.164455241,1,57.2099817,2.929544386,367.4761973,15.54522922,2
Sand,14.07705741,126.3810777,525.1740006,16.78568045,Sheet Pile,Bracing,10.04556698,120.3373217,25.03761544,5.964745775,0,85.3013559,10.77409914,356.0960169,59.59415957,2
Clay,21.14793103,149.2453793,205.9970273,19.60848679,Secant Pile,Bracing,40.25596044,12.13661379,-1.109926842,2.74979192,1,80.59281534,49.92801242,181.5499901,25.05444243,2
Rock,19.26945762,161.8006351,428.6767411,27.58635436,Sheet Pile,Anchors,42.50663673,82.66849197,39.82171645,0.79645129,1,13.22115228,21.65380513,198.6399524,33.38420643,2
Silt,13.90241815,200.1485833,336.1409021,16.76605826,Secant Pile,Bracing,14.45751672,109.3229879,18.39363028,4.296027434,1,71.39145841,35.14828318,356.6815409,47.12507166,2
Clay,29.66288122,178.9198569,540.078369,16.5344424,Secant Pile,Bracing,47.61300392,87.20939482,-1.543787834,5.543225981,1,43.54361289,9.133152443,207.2514384,2.67705857,2
Rock,20.14437048,279.8479933,207.8703396,4.356561265,Secant Pile,Bracing,2.49300732,149.7344351,40.69496682,3.287459883,1,29.46489031,30.49343675,145.6804353,9.193793592,2
Rock,10.93066979,174.2408707,438.9066002,3.942611922,Diaphragm Wall,Anchors,7.495462662,165.5849909,31.66079779,7.204337022,0,5.00188209,36.30530342,218.4512692,68.59292207,1
Sand,7.544561816,298.0395037,403.8760611,17.88131897,Sheet Pile,Bracing,26.8790569,154.2486148,30.24379,6.437706081,1,48.72495603,15.72383179,172.4378709,42.89699807,2
Clay,8.82147848,262.8562394,247.6507388,14.83082256,Secant Pile,Anchors,28.78962356,7.762589562,29.00493871,3.328183611,0,35.54366807,41.4448556,89.74072455,86.4790222,2
Rock,11.14894321,102.1276286,168.3004518,25.65787066,Diaphragm Wall,Anchors,32.25750417,38.82575409,1.01869016,7.548725289,0,25.15130397,30.17087892,423.562506,69.46720036,2
Silt,9.017034331,282.6488037,425.8198802,7.338348787,Secant Pile,Anchors,0.848456466,107.3215019,1.605368044,6.486950425,1,69.46717296,19.45615048,433.9001251,0.810094165,2
Silt,9.664175601,79.09159947,469.2987291,3.674234877,Diaphragm Wall,Bracing,48.01833873,186.9644081,27.85611491,6.374453787,1,76.94853873,27.88211967,148.8876351,61.67123308,2
Sand,12.12737922,254.3624271,257.8136719,15.12404673,Secant Pile,Bracing,2.229404637,166.991355,2.084751256,5.534277008,0,24.4789519,28.83804237,79.14748979,9.372486606,1
Rock,9.334339882,145.1558234,422.416302,9.411921032,Sheet Pile,Bracing,7.153097636,168.5069017,14.12694332,0.113896681,0,4.944743668,8.276764635,382.4723468,78.09331798,0
Clay,27.41913562,269.4935801,297.5654538,4.33958808,Sheet Pile,Bracing,0.700725876,60.64163875,33.01010041,6.965071835,0,84.87527006,20.13661849,145.1878816,99.15076883,2
Silt,7.005843642,267.0141725,456.6034416,22.56415374,Secant Pile,Bracing,28.34292166,85.88957942,33.1173885,3.760417911,1,0.99597412,17.1715294,227.0459702,53.11987942,2
Rock,18.11278474,251.48135,199.6076374,6.013010999,Diaphragm Wall,Bracing,46.6133442,94.14118946,14.92939749,9.426097102,0,93.71124939,20.04513613,78.86086351,68.27795002,2
Rock,15.25992067,247.5076091,545.1075013,19.4246265,Secant Pile,Anchors,33.2973583,31.47431667,33.57044661,8.179847711,0,62.7619874,38.05552942,151.8213131,23.73141609,1
Sand,29.55946542,126.1697848,243.7047982,10.58834325,Diaphragm Wall,Anchors,41.13287342,6.213626049,36.12419879,5.876944695,1,32.18466352,24.12692037,406.8060252,43.75977438,2
Silt,7.800972554,70.22982076,283.8929939,7.68439336,Secant Pile,Bracing,0.664060173,189.3805799,26.01266632,2.521819818,0,24.64779096,47.01580766,411.9784011,85.60953322,2
Silt,14.94638998,150.7450447,129.045976,13.25329112,Diaphragm Wall,Bracing,27.10076492,48.14251713,2.563421877,2.037173933,1,0.900566426,14.68382067,143.1881712,16.74229477,2
Clay,29.23676083,93.38112875,155.7561062,24.63903596,Sheet Pile,Anchors,22.97814888,47.98978074,5.070647921,3.403848377,0,23.5471417,20.78517891,201.1612303,26.55356056,2
Silt,26.63767815,223.7377722,357.9309514,13.58652658,Secant Pile,Anchors,24.94839721,16.67581075,7.316263547,4.765679436,1,13.77283015,39.34784052,110.4072886,44.54336753,2
Clay,25.42680177,136.5249316,233.7963384,23.27078053,Sheet Pile,Bracing,3.610659267,185.7015504,-3.575774075,2.9606551,0,61.21662207,27.30122967,83.37768363,71.22488918,2
Silt,11.44757068,293.9025502,517.7401129,6.388130014,Sheet Pile,Bracing,34.22176805,115.947423,5.02377912,5.149294954,1,16.65455886,27.35140732,496.4772715,37.58839548,2
Sand,9.272189685,210.2430193,107.3466943,23.86482833,Secant Pile,Bracing,25.16102074,133.4073714,1.523557337,1.653704255,1,52.86298375,2.66700815,345.0172781,92.77322798,2
Silt,21.7160805,255.6201409,289.5470243,9.397199772,Secant Pile,Bracing,38.25744249,182.3153775,15.04308124,9.777128128,0,59.01164223,19.92998314,293.9434291,9.445705127,1
Clay,28.23439973,83.13116819,268.6727734,21.28961451,Diaphragm Wall,Anchors,24.2645317,69.12403378,39.96406513,1.07924555,1,29.80416983,13.53668662,394.4743252,37.08041975,2
Clay,18.91907233,265.5036206,109.6638155,18.27610198,Diaphragm Wall,Anchors,7.469081811,124.3014622,-4.253582579,9.319441397,0,3.506494902,49.96675614,428.0347219,70.89541234,2
Sand,19.29031724,280.6892976,162.1841995,28.08690736,Sheet Pile,Anchors,32.4128477,7.759890946,29.61473582,9.135780114,1,3.725388061,15.41775353,413.0216456,22.59867657,2
Silt,11.99947734,171.7654797,306.8213375,13.45770799,Diaphragm Wall,Anchors,8.619318105,37.35450565,27.80056524,5.253604818,1,2.634733219,44.22482674,57.44275218,65.64131342,2
Silt,24.23732333,201.5632344,346.4322922,4.786460099,Diaphragm Wall,Bracing,43.61972817,166.249161,-4.733519074,7.249102718,1,73.91246671,33.81168675,134.0635542,16.42169582,2
Sand,9.676093714,241.2024502,302.1448736,3.51719811,Secant Pile,Bracing,30.65581195,153.3536713,40.74148227,4.36048298,1,31.80097048,17.04582046,344.707386,5.598028486,2
Silt,13.09198091,93.70965682,365.4688392,25.32518115,Diaphragm Wall,Bracing,7.860194178,70.12853829,21.26597112,6.300345775,1,79.6300186,27.17671892,219.0917065,12.10157167,2
Silt,15.63591097,175.6415191,397.5658375,17.16786222,Sheet Pile,Bracing,48.11690287,75.36212555,10.00490366,3.405759374,1,43.17328238,42.026794,492.117193,92.99847831,2
Clay,17.69025947,149.6657569,104.9619106,23.9315894,Diaphragm Wall,Bracing,25.91827317,106.7108867,31.60962209,3.011590198,1,45.29981008,44.1684149,349.4321567,55.17508829,2
Silt,11.06024331,86.59349804,332.0475797,9.3294912,Sheet Pile,Bracing,3.644922594,0.048200937,4.155100212,5.782297862,0,51.28826025,8.01969375,480.4470089,79.63457755,1
Silt,7.870920618,141.8836056,581.7496204,12.31726113,Secant Pile,Anchors,31.34164522,48.24886721,28.14304104,4.981296742,0,71.30314564,16.97865706,140.6509167,33.26545009,1
Sand,20.26550106,67.04307735,359.5161401,3.81280455,Sheet Pile,Bracing,12.65994535,41.64636172,-7.815883584,5.795363691,1,27.35028658,16.76115901,438.7806627,59.26586479,2
Sand,12.21576383,56.45297674,438.7711337,28.96029276,Diaphragm Wall,Anchors,40.18467259,50.09658935,36.16744207,2.866605813,1,12.15873495,2.102239804,194.6085376,49.49521337,2
Rock,19.53095554,83.79157229,255.931929,21.03243348,Secant Pile,Bracing,40.89110368,161.1811685,14.64939659,3.669578318,1,55.60573352,29.91188799,495.3041637,94.57379594,2
Clay,8.859067882,290.7787779,486.9956891,28.19653737,Diaphragm Wall,Bracing,48.94736779,55.93477131,25.01811029,0.838979606,0,32.69776232,42.74100265,120.9599024,74.75746361,2
Silt,17.02850255,187.382384,486.4607409,10.168403,Secant Pile,Bracing,25.09347655,38.30426441,2.168080089,0.522763723,1,44.24913137,19.07871939,282.3529185,73.05426315,2
Silt,18.31473581,291.4555403,360.6480238,19.5095175,Secant Pile,Bracing,22.74784399,100.8526922,27.2390542,2.534571297,0,64.69467083,37.00179725,406.7800402,4.635326943,1
Rock,6.295588421,158.1244696,588.0069116,21.31949914,Diaphragm Wall,Bracing,37.67378027,173.1290073,32.47321517,0.742468593,1,49.41257411,31.38502068,244.6891163,54.9669669,2
Silt,13.41510695,127.9540333,162.7751074,11.57384191,Diaphragm Wall,Anchors,6.623532817,48.26994077,16.02672528,1.037747086,1,62.02788171,18.78243677,260.6378271,46.69914539,2
Clay,8.360366923,176.5354657,108.4738324,25.89894935,Secant Pile,Bracing,27.34577569,15.70724856,23.97498082,8.129284054,1,54.42000021,7.052989975,493.860108,92.78422666,2
Rock,6.584374262,159.8779222,485.0791059,28.5733595,Secant Pile,Anchors,27.31238001,71.28094717,15.09792581,0.38873697,1,73.97963719,35.46619264,241.3886676,25.73419882,2
Clay,29.74900581,76.41617107,503.5777687,26.89108818,Diaphragm Wall,Bracing,4.473656141,149.5303649,39.17502531,6.589427939,1,70.59366177,42.72825845,321.8324453,26.98334533,2
Rock,13.05884612,210.2065787,160.1036146,22.95480835,Sheet Pile,Bracing,20.89920428,110.1381089,17.38280493,2.725577488,0,53.41898918,34.29272462,74.5428473,41.13462489,2
Rock,25.24686115,104.0095456,232.7914165,10.49154635,Diaphragm Wall,Anchors,42.66423993,163.3586739,36.299479,8.715456807,1,67.89030209,0.893924202,428.9945361,24.33697134,2
Sand,11.36601637,204.8969887,108.7761817,10.60363314,Secant Pile,Bracing,42.8076811,191.9184295,34.0743632,4.849922846,0,87.35596023,10.81164472,341.675622,12.91839178,2
Clay,22.03756806,212.5502731,246.6543054,29.01072865,Diaphragm Wall,Bracing,4.961883246,158.5324954,12.57776517,3.055764593,0,43.22712878,3.473999244,231.8090463,85.74148467,2
Silt,24.0056965,88.00621328,486.570937,3.27768139,Sheet Pile,Bracing,4.536044137,120.7606158,2.654647052,5.176389357,1,41.27630727,28.51930498,57.27629298,55.82765244,2
Silt,19.89096852,65.33740678,358.9802639,22.33334928,Diaphragm Wall,Anchors,13.13477385,98.66831761,12.33451729,3.81958019,1,76.42456209,37.82388394,316.2509693,86.1362719,2
Clay,16.78940471,245.1903965,274.0477966,22.06864639,Secant Pile,Bracing,43.73830313,8.01381727,35.44195567,5.643010647,1,58.2553837,5.528959353,55.69602282,83.11347654,2
Silt,15.29602285,164.9501059,285.8696475,19.81261761,Diaphragm Wall,Bracing,6.445129254,196.8643958,2.51978947,1.145328683,0,7.100678022,41.91689103,50.54162626,28.20423548,2
Silt,13.72170666,64.54094888,100.6768129,29.73293884,Secant Pile,Anchors,35.99984013,76.69622452,18.84399902,9.969905028,0,89.21120157,27.77544892,327.244353,54.77374443,2
Clay,28.23822861,298.7165793,249.9002638,11.42074477,Secant Pile,Bracing,5.058280981,30.44564278,34.33532114,4.255558777,0,3.078310224,34.49845061,135.0576803,8.321770274,1
Rock,25.76548519,64.44514025,423.2293708,12.17924032,Diaphragm Wall,Anchors,31.15689269,133.3417711,9.441261132,3.482306397,1,74.83963562,48.57009243,136.3493974,91.5251884,2
Clay,29.12567277,223.7588072,587.0972219,5.13136388,Secant Pile,Bracing,17.80336496,56.85765782,25.32153004,7.102098483,0,75.87941427,4.184049412,343.9722046,40.42627151,1
Rock,8.107430587,295.9197313,523.5304135,14.95554969,Secant Pile,Bracing,39.44569815,117.1556542,3.509736573,3.638994065,0,95.31110853,45.06120115,74.16373457,39.36761839,2
Silt,23.27168688,109.7950261,111.7974823,10.04831021,Sheet Pile,Bracing,11.68452244,117.3535816,-3.989630505,8.33274305,0,5.41344084,6.305134799,191.0325027,30.27553706,1
Silt,28.45851142,85.56234217,549.2803023,12.27144096,Sheet Pile,Anchors,31.96009147,89.14596418,33.69113238,4.542707244,1,59.68568608,19.64794033,117.244356,46.06637447,2
Silt,9.530826654,80.34623486,491.5992066,25.53343834,Sheet Pile,Anchors,11.78412673,167.2237231,-4.556725713,7.195584133,0,42.78405706,42.57193482,311.0793664,25.17593865,2
Sand,6.662406684,125.8187869,490.1880618,28.25808187,Sheet Pile,Bracing,35.68301416,52.99341231,4.925976729,1.074532164,0,33.06329549,45.31271184,347.7943196,37.48522728,2
Rock,23.52801623,75.26145275,328.9978795,8.014792944,Secant Pile,Anchors,43.68390173,89.72651832,37.03101821,8.461191856,1,9.03185603,25.31858368,374.5111341,79.99470486,2
Sand,19.36182783,223.0403354,299.0026465,13.05774115,Diaphragm Wall,Bracing,6.340089956,107.5384257,9.055810789,7.357179868,1,56.26541197,29.70523191,164.8540476,83.42555036,2
Sand,26.04571942,65.57294953,251.4578644,28.07302518,Secant Pile,Bracing,43.32978443,132.7249442,43.51749422,2.117167785,1,47.90407257,35.40736673,90.16238824,30.41824776,2
Clay,8.494309416,177.355532,132.8474295,4.668828439,Secant Pile,Bracing,29.67876272,156.7943701,43.88538841,1.452860097,0,10.45544582,41.63793342,85.40764562,46.90144306,2
Sand,24.8816828,299.1742135,214.1176817,5.493734259,Secant Pile,Anchors,6.355524543,78.96145658,4.755181125,3.162923487,0,61.24895071,6.075558477,241.7681968,87.38197763,1
Clay,10.040683,253.4925674,223.3018175,7.395356709,Diaphragm Wall,Bracing,21.37709277,129.2093888,-7.746197776,9.76070586,0,73.79531203,40.50346541,475.6299841,5.267333183,2
Clay,9.091398572,203.8048596,342.0385349,19.07074652,Sheet Pile,Bracing,8.043014674,30.12219061,28.77848063,2.568315746,1,76.72783011,24.06380753,147.9780654,88.9144962,2
Sand,9.106644948,126.5634052,473.7222033,7.062751317,Secant Pile,Bracing,35.01739444,186.5296201,14.80425765,4.561272089,0,90.53731883,22.53117126,165.5337206,21.91843457,2
Rock,25.36436801,205.9739591,336.9049142,29.1380623,Secant Pile,Anchors,37.94340672,76.61176128,-4.458593582,0.300202257,1,40.94707419,21.1949876,95.39996095,67.85392442,2
Rock,21.62993052,181.760366,128.9222247,15.06129224,Sheet Pile,Bracing,5.289826014,145.9042844,28.91375504,3.972275296,1,95.30727686,25.46057926,322.5066233,58.25516964,2
Rock,18.07663562,156.520846,578.8949005,16.54098493,Secant Pile,Anchors,25.30699263,4.068216376,-8.285379999,5.713200154,0,86.54294051,47.25252767,355.9427933,55.29407482,2
Rock,13.9707621,82.67759419,571.3621595,9.659782627,Diaphragm Wall,Anchors,40.7312528,41.03742858,37.86081798,9.531246125,0,29.6501571,27.41018864,339.3190437,85.93602248,1
Rock,26.93001352,271.6510538,492.5947716,15.71592682,Secant Pile,Bracing,46.80815208,97.41650886,-2.374110899,5.167360449,0,15.92830373,47.65887691,437.5086094,10.15721436,2
Sand,14.81112769,162.4461622,595.6639508,20.87166808,Secant Pile,Bracing,25.67589334,175.6504935,-2.997846669,8.191073262,1,43.53893961,9.014506531,268.8916258,34.70280253,2
Sand,25.41498599,98.65562796,372.2411664,23.2817827,Sheet Pile,Bracing,47.51396118,105.45103,-0.338023612,5.471276426,1,40.1898708,36.20679894,110.5056683,53.82527463,2
Silt,15.97837271,141.9398377,581.3841751,23.35443823,Secant Pile,Anchors,26.78444852,185.9740965,42.81464972,0.407850134,0,57.57193053,40.61197693,180.2323088,81.12888539,2
Rock,14.42361074,153.5324381,137.8025203,18.60306004,Secant Pile,Bracing,19.70952473,96.75937932,28.12431481,3.150082752,1,58.33862323,33.95644157,348.093488,21.64430834,2
Sand,16.56699464,256.8844739,282.8403741,27.41771392,Diaphragm Wall,Anchors,42.41015643,98.08981935,34.07543445,5.755495078,0,74.99869844,30.34611401,325.9048882,80.29298414,2
Silt,12.53444685,233.4035951,212.690634,25.07001188,Sheet Pile,Bracing,24.64913552,23.9493577,11.86992422,9.505939659,0,50.98899482,28.24063905,288.9514084,39.96384825,2
Rock,23.6902345,242.3262234,197.9165421,23.4402991,Sheet Pile,Bracing,23.59512553,160.5312488,8.497200013,8.591303598,0,10.48226409,43.04652413,357.3339884,18.89138564,2
Clay,17.56800975,52.75781611,170.4014744,4.501349085,Diaphragm Wall,Bracing,24.51562447,49.39308249,2.896620373,2.283556142,1,85.82913356,41.08232986,336.8258827,75.89864404,2
Silt,10.80531738,154.0384995,411.2068208,3.18570498,Secant Pile,Bracing,42.33925009,179.9224979,16.43564156,2.2010983,1,30.97645832,6.114436059,446.5962003,9.089890147,2
Sand,27.48936433,170.3360379,490.6609279,8.736076484,Sheet Pile,Bracing,41.59707708,182.1648441,20.35058034,2.011729671,0,97.12974603,42.42938285,313.7073699,51.47673741,2
Clay,14.59728053,54.79806921,389.1491997,20.91513704,Sheet Pile,Bracing,20.17599962,188.6620224,24.7476164,9.224988963,0,11.78601087,20.70343097,400.3706114,6.387578386,2
Clay,18.58882153,114.9533022,173.4813548,14.1023322,Secant Pile,Bracing,16.66499299,104.0460978,4.14151772,8.526661531,1,95.82511722,12.6848415,161.9182202,35.64178552,2
Clay,27.66180277,240.0724558,505.561885,13.864969,Secant Pile,Anchors,24.5964012,135.418757,42.17597445,7.748834323,0,9.101180688,43.4884284,355.1821631,60.1076799,2
Silt,20.6059499,84.27742643,417.9773536,26.88384598,Sheet Pile,Bracing,28.63862549,155.703176,-0.663282599,3.927351142,1,23.10361379,21.60123998,455.9873533,55.61155415,2
Sand,7.922451018,183.8275329,294.0828531,27.1801969,Secant Pile,Bracing,11.91686053,26.20292373,43.11092461,5.043807043,0,4.657994209,40.41823451,223.5795476,40.46554179,2
Clay,28.49580309,103.800468,437.0651478,27.54773213,Sheet Pile,Bracing,39.69775424,120.191439,-9.182913262,4.643317448,1,70.51131466,13.1701806,400.5968843,42.9047994,2
Rock,20.69270133,53.03019366,229.9524896,11.47470807,Secant Pile,Bracing,24.32413829,6.859580261,16.46191305,2.533981076,0,85.02987366,0.196466071,376.1551855,22.67695534,2
Clay,13.37264037,110.3003644,272.5961042,21.65850694,Secant Pile,Bracing,16.70227742,99.51321668,8.335231096,5.050280461,1,43.40710818,24.77295965,76.78678859,45.58825884,2
Clay,8.481801817,293.9684387,558.7429216,10.33409589,Diaphragm Wall,Bracing,5.341049648,30.96853632,14.70178777,0.304965479,0,92.8522075,5.011412832,311.6787393,95.32548557,2
Silt,24.85062973,250.384278,245.2522528,8.146465493,Secant Pile,Bracing,11.94225802,36.58458519,21.38655184,1.318103735,1,59.02990718,37.71879778,108.5852071,85.04529178,2
Silt,20.5018189,289.8941611,334.9941341,7.985076348,Diaphragm Wall,Anchors,47.46405859,73.00951334,13.95740369,8.865895962,1,63.00071354,13.8037568,485.2936275,14.52328691,2
Sand,18.3365273,171.963511,545.0705687,12.23690576,Secant Pile,Bracing,15.25498434,86.48743334,12.81657677,7.51679767,1,84.54192017,22.18228233,415.1333762,2.978078732,2
Rock,27.34731458,77.43404967,453.8606751,14.60885573,Sheet Pile,Bracing,8.442964468,124.6344849,30.29978785,4.228684091,1,29.68002051,4.351678255,99.37571056,93.35243127,2
Silt,24.71493028,186.9898722,131.1016131,25.43562762,Sheet Pile,Bracing,23.03363958,14.88568369,27.72319513,5.171503623,0,35.42657213,14.33296242,104.7883989,52.67497499,2
Clay,8.791871993,163.5943336,173.6515221,6.237059524,Secant Pile,Anchors,15.35438717,100.7383522,35.82992051,3.69998886,1,90.59519192,39.07451216,317.5132347,53.78378231,2
Sand,12.79305169,261.0892707,103.9207954,22.84299788,Secant Pile,Bracing,1.757962514,36.52502605,3.747743968,7.407798672,1,90.0963496,7.579395595,205.2001284,78.07179957,2
Clay,11.2122285,74.5206452,415.4608951,17.34928268,Sheet Pile,Bracing,16.15726086,114.795035,23.52406804,7.841871792,0,97.64827762,32.35797806,65.70763658,31.46889739,2
Clay,23.59865731,172.0602843,323.8367127,10.77452425,Secant Pile,Bracing,27.2054312,127.4809225,22.1857132,7.632851902,1,90.18383164,45.87129264,293.7386785,48.19075688,2
Silt,5.838310868,87.51216617,167.1374255,16.30612878,Diaphragm Wall,Anchors,27.5856186,111.3418513,10.3355796,7.226117248,0,12.7372036,33.99183799,224.5302949,96.86629131,1
Sand,19.24724212,131.1689817,578.9670605,11.09843588,Diaphragm Wall,Bracing,17.82794606,147.6591021,16.7331648,2.045043387,1,82.37242861,40.55108446,95.48442157,67.21486869,2
Rock,24.06146714,234.3392693,364.829862,19.09421279,Diaphragm Wall,Bracing,22.36513781,67.12184885,7.258017882,3.379699792,1,40.98384781,5.448581465,410.8641765,15.3745032,2
Rock,26.91914092,169.0045323,220.9466471,14.71378592,Diaphragm Wall,Bracing,48.27589591,153.0213183,-2.198558131,4.69845435,1,99.08013559,12.5365913,461.7845444,13.3226748,2
Silt,13.55204372,143.9720713,350.3017856,7.438949285,Diaphragm Wall,Bracing,18.86742386,86.55341634,1.759066586,3.307929914,1,47.22809643,44.72694261,390.4672703,20.42647583,2
Silt,25.53143262,148.6190696,439.8101664,6.147743013,Secant Pile,Bracing,12.91134066,96.83689966,-4.196749448,7.549402002,1,55.38360825,35.75528068,420.0900395,76.67116744,2
Sand,7.765793424,164.8616921,138.119609,17.76078342,Secant Pile,Bracing,12.1733522,129.6204255,27.56882664,3.293535242,1,52.97749153,31.97769132,147.4207553,29.53770038,2
Rock,26.16130729,246.254136,237.3519075,27.3651519,Diaphragm Wall,Bracing,22.88823064,3.6716768,26.34000662,1.382320868,0,32.17370299,33.18833681,168.6078279,2.138884668,2
Rock,8.187216558,273.0211722,503.4827454,12.28685754,Secant Pile,Bracing,37.97600744,130.7988443,42.28335044,3.99040452,0,7.502208889,20.71002772,143.8373931,94.41743635,1
Rock,14.93218226,288.8336716,329.8324352,22.7910029,Secant Pile,Anchors,10.29940921,123.7170298,30.13231275,9.799144328,1,89.56512304,2.227831581,394.2785441,16.97134164,2
Clay,24.93238414,246.7258466,373.288571,20.78385658,Diaphragm Wall,Bracing,35.46480636,61.96942335,-7.137478868,2.258814129,1,80.26758125,39.2220771,476.5626855,0.955818615,2
Rock,8.747935684,128.8517239,316.4080011,28.15198269,Secant Pile,Bracing,1.057491167,17.15885698,38.63348457,6.121586589,0,13.95267806,33.93566181,372.576743,23.71316024,2
Clay,10.73128488,222.0336765,121.9499713,25.16648747,Secant Pile,Bracing,20.9466489,18.18708998,37.44713396,4.329730498,0,77.67682714,23.64022321,446.6600442,23.50287871,2
Sand,23.05631421,159.400781,182.8748899,18.29834199,Secant Pile,Anchors,38.79325326,184.6447494,14.38261764,0.710245676,1,62.58466661,44.98798077,337.4145927,42.20052508,2
Clay,23.00091341,113.6676555,322.7708194,20.73982345,Diaphragm Wall,Bracing,16.93664779,137.8558642,22.22246778,4.87876606,1,40.91437879,16.80798325,224.4469553,92.03898315,2
Sand,21.02869082,260.2178949,204.5927327,27.2564346,Secant Pile,Anchors,28.18685507,25.42052275,43.68430829,7.021643286,1,25.40211491,14.71608721,241.5927267,87.91849178,2
Rock,22.34871111,59.60658724,124.9895143,13.78700718,Sheet Pile,Anchors,10.24896164,71.34463386,19.27674001,5.132199758,1,85.97287835,43.63981625,83.89464448,45.6894555,2
Rock,18.56811108,275.440498,521.824832,11.82345706,Sheet Pile,Bracing,37.09976956,118.4965988,39.79270056,8.721060637,1,70.01882593,39.84938274,64.15573786,41.0899905,2
Sand,11.29497647,165.3693662,590.5962646,3.291899258,Diaphragm Wall,Bracing,2.613955163,167.114341,-5.43286832,2.889370167,1,54.77399095,25.74899053,362.9640219,55.50090865,2
Silt,13.64239984,209.3003692,496.571437,25.316879,Sheet Pile,Bracing,42.62713224,8.732185743,0.507852779,0.862491713,0,60.95685339,6.536736973,247.2930014,24.3454012,2
Sand,9.53994292,214.8384806,526.8924609,24.62647891,Diaphragm Wall,Bracing,9.909819321,47.32662629,14.24152189,9.365656117,1,9.106618208,10.75357357,298.4967806,5.218499197,2
Silt,27.71126403,273.7794352,220.9885652,5.820271989,Sheet Pile,Bracing,43.71990159,177.9497981,22.16162446,3.781963495,1,47.39197609,32.81139952,300.9475614,93.92241362,2
Clay,19.58479487,209.1674205,580.3134878,18.57514929,Sheet Pile,Anchors,17.62646207,1.833110037,34.89253185,5.764055515,0,19.37002928,19.25206189,174.819116,18.66989849,1
Clay,15.02128542,203.4833962,198.4628522,15.52750585,Sheet Pile,Bracing,36.13417872,40.27982056,44.35441633,7.920031261,0,20.8383679,41.82365958,264.1516299,19.84007292,2
Clay,16.55014509,66.66301014,575.7149052,6.205145579,Diaphragm Wall,Anchors,15.96126489,191.8048352,11.38683231,3.243136639,0,66.13039623,47.49775047,261.8420998,47.24603289,2
Rock,28.68208349,179.6020055,597.409647,29.47534213,Diaphragm Wall,Bracing,45.29558356,122.6803693,-7.392140012,7.161645382,0,91.12561518,40.28184626,224.7922496,49.16133448,2
Clay,8.833785078,87.5422502,455.8614029,8.796788962,Secant Pile,Bracing,6.331856276,52.33427333,34.06443268,1.354188498,1,40.37566105,18.87727115,419.3039225,1.84342097,2
Silt,19.6557458,234.3584422,590.5718659,4.815322862,Diaphragm Wall,Bracing,8.925989464,13.39821888,23.24093955,2.912937472,0,20.7749273,39.43432146,253.0238017,14.79547388,1
Clay,17.64721697,178.0554802,384.7698898,19.06087925,Sheet Pile,Bracing,24.65150626,5.638268089,0.919857238,1.447106361,0,64.87469372,17.57208367,321.640036,37.81548186,1
Sand,20.28635589,220.0569448,229.7708916,22.94940028,Sheet Pile,Anchors,4.096921952,48.94901593,17.21556511,8.112305584,1,87.11870464,8.355004388,452.9840542,68.37306935,2
